Title,Address,Latitude,Longitude,Found Address,Match Quality,Source
Poughkeepsie,"ADRIANCE MEMORIAL LIBRARY PPLD,93 Market St,Poughkeepsie US-NY 12601 US",41.70054,-73.930194,"93 Market St, Poughkeepsie, NY 12601, USA",Match,Google
Chatham U,"Chatham University,1 Woodland Road,Pittsburgh US-PA 15232 US",40.4482193,-79.9242625,"1 Woodland Rd, Pittsburgh, PA 15232, USA",Match,Google
Coyle Free Lib.,"FCLS - Coyle Free Library,102 N Main St,Chambersburg US-PA 17201 US",39.9392327,-77.6606277,"102 N Main St, Chambersburg, PA 17201, USA",Match,Google
Nova Southestern U,"Nova Southeastern Univ Law Library,3305 College Ave,Ft Lauderdale US-FL 33314 US",26.078936,-80.2462665,"3301 College Ave, Fort Lauderdale, FL 33314, USA",Match,Google
Bethlehem Public,"Bethlehem Area Public Library,11 W Church St,Bethlehem US-PA 18018 US",40.6183089,-75.3790404,"11 W Church St, Bethlehem, PA 18018, USA",Match,Google
Saint Joseph's U,"Library- Interlibrary Loan,5600 City Avenue,Philadelphia US-PA 19131 US",39.9943417,-75.2385171,"5600 City Ave, Philadelphia, PA 19131, USA",Match,Google
Minnesota State,"1501 State St.,Marshall US-MN 56258 US",44.4541149,-95.7599734,"1501 State St, Marshall, MN 56258, USA",Match,Google
Claremont College,"CLAREMONT COLLEGES Library,The Claremont Colleges,800 N. Dartmouth Ave,Claremont US-CA 91711-3991 US",34.1021211,-117.7123149,"800 N Dartmouth Ave, Claremont, CA 91711, USA",Match,Google
U of Maryland,"Information & Library Services, Suite 1500,University of Maryland University College ,1616 McCormick Drive,Largo, MD 20774",38.91265,-76.847599,"1616 McCormick Dr, Upper Marlboro, MD 20774, USA",Match,Google
NDSU LIbrary,"NDSU Libraries Dept 2080,PO Box 6050,Fargo US-ND 58108-6050 US",46.8908489,-96.8013066,"Library, Fargo, ND 58102, USA",Partial Match,Google
Darien,"Darien Library,1441 Post Road,Darien US-CT 06820 US",41.0687723,-73.4782658,"1441 Post Rd, Darien, CT 06820, USA",Match,Google
Bowling Green State U,"BOWLING GREEN STATE UNIVERSITY,1001 E WOOSTER,BOWLING GREEN US-OH 43403-0170 US",41.3754682,-83.6409753,"McFall Center, 110 McFall Center E Wooster St, Bowling Green, OH 43403, USA",Partial Match,Google
Cambell Lib.,"Campbell Library,201 Mullica H Road,Glassboro US-NJ 08028-1701 US",39.7090928,-75.1190762,"Campbell Library, 215 Mullica Hill Rd, Glassboro, NJ 08028, USA",Partial Match,Google
Manhattan School of Music,"The Peter Jay Sharp Library,Manhattan School of Music,120 Claremont Ave, New York NY 10027",40.8124329,-73.9614844,"120 Claremont Ave, New York, NY 10027, USA",Match,Google
St. Norbert College,"MULVA LIBRARY-,100 GRANT STREET,DE PERE US-WI 54115 US",44.44485,-88.0663767,"316 3rd St, De Pere, WI 54115, USA",Match,Google
Colorado school of mines,"ARTHUR LAKES LIBRARY,COLORADO SCHOOL OF MINES,GOLDEN, CO 80401",39.7514628,-105.223285,"1400 Illinois St, Golden, CO 80401, USA",Match,Google
Chelsea,"Chelsea District Library,221 South Main Street,Chelsea US-MI 48118 US",42.3167019,-84.0190816,"221 S Main St, Chelsea, MI 48118, USA",Match,Google
England Run,"806 Lyons Blvd,Fredericksburg US-VA 22406 US",38.3627758,-77.4976687,"806 Lyons Blvd, Fredericksburg, VA 22406, USA",Match,Google
Wynesburg U,"Waynesburg University,51 W. College St.,Waynesburg US-PA 15370 US",39.8991472,-80.1865976,"51 W College St, Waynesburg, PA 15370, USA",Match,Google
Regent U,"REGENT UNIVERSITY LIBRARY,1000 REGENT UNIVERSITY DRIVE,VIRGINIA BEACH US-VA 23464-9894 US",36.8013502,-76.1969459,"1226, 1230 Regent University Dr, Virginia Beach, VA 23464, United States",Match,Google
Nashville public,"NASHVE PUB LIB,615 CHURCH ST,NASHVE TN 37219",36.162117,-86.781747,"615 Church St, Nashville, TN 37219, USA",Match,Google
Barrington Public,"Barrington Area Library,505 N. Northwest Hwy.,Barrington, IL 60010",42.159425,-88.127628,"505 N Northwest Hwy, Barrington, IL 60010, USA",Match,Google
Stonehill College,"Stoneh College Library,320 Washington St, North Easton, MA 02357-4015",42.0656195,-71.0871507,"320 Washington St, North Easton, MA 02356, USA",Partial Match,Google
Nanini Branch,"Nanini Branch Library,7300 N Shannon Rd.,Tucson AZ US 85741",32.339864,-111.028143,"7300 N Shannon Rd, Tucson, AZ 85741, USA",Match,Google
Salisbury U,"SALISBURY UNIVERSITY,1101 CAMDEN AVE.,SALISBURY US-MD 21801 US",38.3457125,-75.6046217,"1101 Camden Ave, Salisbury, MD 21801, USA",Match,Google
Des Plains Public,"Des Plaines Public Library,1501 Ellinwood St.,Des Plaines US-IL 60016 US",42.0404226,-87.8871992,"1501 Ellinwood Ave, Des Plaines, IL 60016, USA",Match,Google
Western New England U,"Western New England Univ.,1215 Wilbraham Road,Springfield US-MA 01119 US",42.1149784,-72.5186855,"1215 Wilbraham Rd, Springfield, MA 01119, USA",Match,Google
Harris Beach,"Library,Harris Beach PLLC,99 Garnsey Road,Pittsford, NY 14534",43.051352,-77.4647296,"99 Garnsey Rd, Pittsford, NY 14534, USA",Match,Google
Ferguson,"Ferguson Library, One Public Library Plaza,Stamford,CT. 06904",41.0557935,-73.5391596,"1 Public Library Plaza, Stamford, CT 06901, USA",Match,Google
Bryant,"The Bryant Library,2 Paper M Road,Roslyn NY 11576",40.798217,-73.646786,"2 Paper Mill Rd, Roslyn, NY 11576, United States",Match,Google
Gardner-Webb U,"Gardner-Webb University Library,P.O. Box 836,110 West Branch Avenue,Boiling Springs, NC 28017",35.247563,-81.670737,"110 S Main St, Boiling Springs, NC 28017, USA",Match,Google
college of saint mary,"COLLEGE OF SAINT MARY LIBRARY,7000 MERCY ROAD,OMAHA NE 68106",41.2399516,-96.0216555,"7000 Mercy Rd, Omaha, NE 68106, USA",Match,Google
kenyon college,"Library and Information Services,Kenyon College,103 College Drive,Gambier, OH 43022",40.3718965,-82.3983079,"103 College Rd, Gambier, OH 43022, USA",Match,Google
"IL, Johnson Library Center","Hampshire College,893 West St.,Amherst US-MA 01002-3359 US",42.325559,-72.5322956,"893 West St, Amherst, MA 01002, USA",Match,Google
IL / NASSAU COMMUNITY COLLEGE LIBRAARY,"One Education Drive,Garden City US-NY 11530 US",40.7297555,-73.592377,"1 Education Dr, Garden City, NY 11530, USA",Match,Google
Icahn School of Medicine at Mount Sinai,One Gustave L. Levy Place New York US-NY 10029 US,40.7899899,-73.953689,"1 Gustave L. Levy Pl, New York, NY 10029, USA",Match,Google
IBM T.J. Watson Research Center Library,"IBM T.J. Watson Research Center Library,1101 Kitchawan Road,Yorktown Heights US-NY 10598 US",41.2097516,-73.8026467,"1101 Kitchawan Rd, Yorktown Heights, NY 10598, USA",Match,Google
I.L.L. Dept / SUNY Health Science Center at Brooklyn,"SUNY - Downstate Medical Research Library,450 Clarkson Ave,Brooklyn, NY US-NY 11203 US",40.6552459,-73.945734,"450 Clarkson Ave, Brooklyn, NY 11203, USA",Match,Google
HUNTINGTON PUBLIC LIBRARY,"338 MAIN STREET,HUNTINGTON US-NY 11743-6999 US",40.8705012,-73.4300972,"338 Main St, Huntington, NY 11743, USA",Partial Match,Google
Hunter-Rice Health Sciences / ILL,"Hunter-Rice Health Sciences LibrarySamaritan Medical Center,830 Washington Street,Watertown US-NY 13601 US",43.965183,-75.9141549,"830 Washington St, Watertown, NY 13601, USA",Match,Google
Hunterdon County Library,314 State Rte 12 Flemington NJ 08822,40.5041248,-74.8990627,"314 NJ-12, Flemington, NJ 08822, USA",Match,Google
HUNTER COLLEGE LIBRARY/ILL,",East Building, Floor B1, Room B161,SE CORNER LEXINGTON & 68 ST.,NY, NY 10065,***Access thru West Bldg Lobby, Visitors Desk",40.7678615,-73.9640761,"Lexington Ave & E 68th St, New York, NY 10065, USA",Partial Match,Google
HOUSTON PUBLIC LIBRARY/ILL,"143-HOU,500 McKinney,Houston US-TX 77002",29.7575482,-95.3653064,"945 McKinney St, Houston, TX 77002, USA",Partial Match,Google
Housatonic Community College Library,"900 Lafayette Boulevard,Bridgeport US-CT 06604 US",41.175387,-73.191406,"900 Lafayette Blvd, Bridgeport, CT 06604, USA",Match,Google
Hostos Community College Library,"Hostos Community College Library - ,475 Grand Concourse, A-308C,Bronx US-NY 10451 US",40.818304,-73.9277427,"475 Grand Concourse, Bronx, NY 10451, USA",Partial Match,Google
Hope International University,"Hugh & Hazel Darling Library Interlibrary Loan,2500 E Nutwood Ave,Fullerton US-CA 92831 US",33.8768519,-117.8854605,"2500 Nutwood Ave, Fullerton, CA 92831, USA",Partial Match,Google
Homer Township Public Library,"14320 W. 151st Street,Homer Glen, IL 60491",41.6142857,-87.9674492,"14320 W 151st St, Homer Glen, IL 60491, USA",Match,Google
Holy Trinity Orthodox Seminary Library,"1407 Robinson RoadPO Box 36Jordanve, NY 13361-0036,US",42.9275625,-74.9348534,"1407 Robinson Rd, Mohawk, NY 13407, USA",Partial Match,Google
HIGH PLAINS LIBRARY DISTRICT / ILL,"Courier C206,HIGH PLAINS LIBRARY DISTRICT,2650 29th Street,Greeley US-CO 80631-8504 US",40.3904047,-104.7242753,"2650 W 29th St, Greeley, CO 80631, USA",Match,Google
Hewlett Woodmere Public Library - ILL,"1125 Broadway,Hewlett Woodmere US-NY 11557 US",40.6338462,-73.7044787,"1125 Broadway, Woodmere, NY 11598, USA",Match,Google
Herrick Memorial Library/ILL Dept.,"One Saxon Drive,Alfred US-NY 14802 US",42.2469977,-77.7881176,"Alfred, NY 14802, USA",Match,Google
Herkimer County Community College Library/ILL,"Herkimer County Community College,100 Reservoir Road,Herkimer US-NY 13350 US",43.0322822,-75.006246,"100 Reservoir Rd, Herkimer, NY 13350, USA",Match,Google
HENNEPIN COUNTY LIBRARY,"HENNEPIN COUNTY LIBRARY,300 NICOLLET MALL,MINNEAPOLIS US-MN 55401 US",44.9802568,-93.2700336,"300 Nicollet Mall, Minneapolis, MN 55401, USA",Match,Google
Hempstead Public Library,"115 Nichols Court,Hempstead US-NY 11550 US",40.7103609,-73.6221687,"115 Nichols Ct, Hempstead, NY 11550, USA",Match,Google
"Health Sciences Library, NYU School of Medicine/ILL","NYU School of Medicine,550 First Avenue,,New York US-NY 10016 US",40.7420697,-73.9743355,"550 1st Avenue, New York, NY 10016, USA",Match,Google
Health Sciences Library,"New York Medical College,Basic Sciences Bldg.,Valhalla,N.Y., 10595",41.0837635,-73.8104648,"Basic Science Building, Sunshine Cottage Rd, Valhalla, NY 10595, United States",Match,Google
jewish medical center,"Long Island Jewish Medical Center,270-05 76th Avenue,New Hyde Park US-NY 11040 US",40.7532584,-73.7072296,"270-5 76th Ave, Queens, NY 11040, USA",Match,Google
Harborfields Public Library,"31 Broadway,Greenlawn, NY 11740-1382",40.8711835,-73.3669,"31 Broadway, Greenlawn, NY 11740, USA",Partial Match,Google
Haddon Heights Library / ILLNJ 3828,"LLNJ 3828,608 Station Avenue Region: NJ,Haddon Heights 08035",39.8817654,-75.0590189,"608 Station Ave, Haddon Heights, NJ 08035, USA",Match,Google
Guilderland Public Library ILL,"Guilderland Public Library ,2228 Western Avenue,Guilderland NY US 12084-9701",42.7002313,-73.9049614,"2228 Western Ave, Guilderland, NY 12084, USA",Partial Match,Google
Guernsey Memorial Library,"3 Court Street,Norwich US-NY 13815-1602 US",42.5313351,-75.5255401,"3 Court St, Norwich, NY 13815, USA",Partial Match,Google
Griswold Library,"Green Mountain College, One College Circle , Poultney, VT 05764",43.5167448,-73.2442058,"1 Brennan Cir, Poultney, VT 05764, USA",Match,Google
GREENVILLE PUBLIC LIBRARY - ILL Dept.,"573 PUTNAM PIKE,GREENVE US-RI 02828 US",41.8707883,-71.5493187,"573 Putnam Pike, Greenville, RI 02828, USA",Partial Match,Google
GREENSBURG-HEMPFIELD AREA LIBRARY,"237 S PENNSYLVANIA AVE,GREENSBURG, PA 15601",40.3003776,-79.5442932,"237 S Pennsylvania Ave, Greensburg, PA 15601, USA",Match,Google
GREATER SOUTHERN TIER BOCES(YGH),"459 Philo Rd,Elmira US-NY 14903 US",42.148992,-76.835096,"459 Philo Rd, Elmira, NY 14903, USA",Match,Google
Great River Regional Library/Interlibrary Loan,"Great River Regional Library,1300 W. St. Germain Street,St Cloud US-MN 56301 US",45.5564239,-94.167956,"1300 W St Germain St, St Cloud, MN 56301, USA",Match,Google
Great Neck Public Library,"10 Campbell Street,New Hyde Park US-NY 11040 US",40.748934,-73.6966125,"10 Campbell St, New Hyde Park, NY 11040, USA",Match,Google
Gordon Library / ILL,"WPG-Worcester Polytechnic Institute,100 Institute Road,Worcester US-MA 01609 US",42.2742148,-71.8106907,"100 Institute Rd, Worcester, MA 01609, USA",Match,Google
Gold Coast Public Library,"50 Railroad Ave,Glen Head US-NY US",40.8322177,-73.6255257,"50 Railroad Ave, Glen Head, NY 11545, USA",Match,Google
GILL LIBRARY/THE COLLEGE OF NEW ROCHELLE,"The College of New Rochelle,29 Castle Place,New Rochelle, NY 10805",40.9016407,-73.7812453,"29 Castle Pl, New Rochelle, NY 10805, USA",Match,Google
Gettysburg College Library / ILL,"Interlibrary Loan,Gettysburg College Library,Gettysburg, PA 17325-1493",39.8358514,-77.2345385,"300 N Washington St, Gettysburg, PA 17325, USA",Match,Google
"George T Harrell Library - H127, ILL Room C1620A","500 University Drive, PO Box 850,H127 - Room C1620,Hershey US-PA 17033 US",40.2640375,-76.6766783,"500 University Dr c1620, Hershey, PA 17033, USA",Partial Match,Google
George F. Johnson Memorial Library,"1001 Park Street,Endicott US-NY 13760 US",42.0987709,-76.0508645,"1001 Park St, Endicott, NY 13760, USA",Match,Google
Genesee Community College / O'Connell Library / ILL,"One College Road,Batavia US-NY 14020 US",42.9981156,-78.1875167,"Batavia, NY 14020, USA",Match,Google
General Theological Seminary,"Christoph Keller, Jr. Library - ,440 W. 21st St.,New York, NY 10011",40.7458439,-74.0039926,"440 W 21st St, New York, NY 10011, USA",Match,Google
Gelman Library ILL,"Gelman Library ,2130 H St., NW,Washington US-DC 20052 US",38.8992047,-77.0484016,"2130 H St NW, Washington, DC 20052, USA",Match,Google
Geisel Library - ILL,"Saint Anselm College,100 Saint Anselm Drive,Manchester US-NH 03102-1310 US",42.9863692,-71.5070056,"100 St Anselm Dr, Manchester, NH 03102, USA",Partial Match,Google
Garden City Publ.Libr.ILL,"60 Seventh Street,Garden City US-NY 11530 US",40.7237212,-73.6389379,"60 7th St, Garden City, NY 11530, USA",Match,Google
"Gannon University, Nash Library","Nash Library - ,109 University Square,Erie, PA 16541",42.1276653,-80.0882836,"619 Sassafras St, Erie, PA 16541, USA",Match,Google
GALVIN LIBRAR Y ILL/ILLINOIS INSTITUTE OF TECHNOLOGY,35 West 33rd Street Chicago IL 60616-3607,41.8346762,-87.6275327,"35 W 33rd St, Chicago, IL 60616, USA",Partial Match,Google
FURMAN UNIVERSITY LIBRARY-ILL,"3300 POINSETT HWY,GREENVE US-SC 29613 US",34.9267003,-82.4349,"3300 Poinsett Hwy, Greenville, SC 29613, USA",Partial Match,Google
Framingham Public Library,"49 Lexington Street, Dept.,Framingham US-MA 01702 US",42.2820414,-71.4167488,"49 Lexington St, Framingham, MA 01702, USA",Partial Match,Google
Foxburg Free Library / ILL,"Oil City Library,2 Central Avenue,Oil City US-PA 16301-2734 US",41.4289293,-79.7114378,"2 Central Ave, Oil City, PA 16301, USA",Match,Google
Four County Library System/ILL Dept.,"Four County Library System , 304 Clubhouse Rd., Vestal, NY 13850.",42.089831,-75.9498301,"304 Clubhouse Rd, Vestal, NY 13850, USA",Match,Google
Forsyth County Public Library / ILL,",585 Dahlonega Rd,Cumming,GA 30040",34.2205957,-84.1317717,"585 Dahlonega St, Cumming, GA 30040, USA",Partial Match,Google
FOLEY LIBRARY- ILL,"Gonzaga University,502 E BOONE AVE,Spokane US-WA 99258-0095 US",47.667189,-117.4023849,"502 E Boone Ave, Spokane, WA 99202, USA",Match,Google
FNU Library / Frontier Nursing University / ILL,"Frontier Nursing University,170 Prosperous Place,Lexington US-KY 40509 US",38.0026825,-84.4406101,"170 Prosperous Pl, Lexington, KY 40509, USA",Match,Google
Finger Lakes Library System,"1300 Dryden Road,Ithaca US-NY 14850 US",42.467953,-76.410767,"1300 Dryden Rd, Ithaca, NY 14850, USA",Match,Google
FARGO PUBLIC LIBRARY / ILL,"FARGO PUBLIC LIBRARY,102 3RD STREET NORTH,FARGO US-ND 58102 US",46.8772954,-96.7837759,"102 3rd St N, Fargo, ND 58102, USA",Match,Google
Evanston Public Library-ILL,"1703 Orrington Av,Evanston, IL 60201",42.0483943,-87.6800306,"1703 Orrington Ave, Evanston, IL 60201, USA",Match,Google
Episcopal Divinity School / Library / ILL,"Library,Episcopal Divinity School,99 Brattle St.,Cambridge MA 02138",42.3765184,-71.1246795,"99 Brattle St, Cambridge, MA 02138, USA",Match,Google
Engr & Sci Library / ILL / Carnegie Mellon Univ.,"4909 Frew St.,Hunt Library Room 305,Pittsburgh US-PA 15213 US",40.4410927,-79.943752,"Carnegie Mellon University, 4909 Frew St, Pittsburgh, PA 15213, USA",Match,Google
Emmanuel College Library / ILL,",400 The Fenway,Boston US-MA 02115 US",42.3403687,-71.1016439,"400 Fenway, Boston, MA 02115, USA",Partial Match,Google
Elmira College,"GANNETT TRIPP LIBRARY,ELMIRA COLLEGE ONE PARK PLACE,ELMIRA US-NY 14901 US",42.0954345,-76.8163224,"1 Park Pl, Elmira, NY 14901, USA",Match,Google
Elmira Business Institute,"4100 Vestal Road,Vestal NY US 13850",42.0968736,-75.9749658,"4100 Old Vestal Rd, Vestal, NY 13850, USA",Partial Match,Google
Elizabeth Public Library / ILL,"Elizabeth Public Library , ,11 South Broad Street,Elizabeth, NJ 07202 US-NJ 07202",40.6616092,-74.2155731,"11 Broad St, Elizabeth, NJ 07202, USA",Match,Google
Elizabeth Oedel,"Brookfield Library,182 Whisconier Rd.,Brookfield US-CT 06804 US",41.4697351,-73.3899515,"182 Whisconier Rd, Brookfield, CT 06804, USA",Match,Google
Eastern Suffolk BOCES SLS/ILL,"627A No. Sunrise Service Rd.,Bellport US-NY 11713 US",40.789004,-72.9608087,"627 Sunrise Hwy North Service Rd, Bellport, NY 11713, USA",Partial Match,Google
EASTERN ILLINOIS UNIVERSITY / BOOTH LIBRARY / ILL,"Booth Library - Dept.,600 Lincoln Ave.,Charleston US-IL 61920 US",39.4798431,-88.1756355,"600 Lincoln Avenue, Charleston, IL 61920, USA",Match,Google
E.H. Butler Library,"SUNY Buffalo State,1300 ELMWOOD AVE,BUFFALO US-NY 14222 US",42.9335922,-78.8820665,"1300 Elmwood Ave, Buffalo, NY 14222, USA",Match,Google
Dutchess Community College Library/Interlibrary loan,"DUTCHESS COMMUNITY COLLEGE LIBRARY,53 PENDELL RD,POUGHKEEPSIE US-NY 12601",41.7222178,-73.9067896,"53 Pendell Rd, Poughkeepsie, NY 12601, USA",Match,Google
Dudley Knox Library / ILL code 013 / Naval Postgraduate Sc,"411 Dyer Road, Room 110,Monterey US-CA 93943-5101 US",36.5975364,-121.8772772,"411 Dyer Road #110, Monterey, CA 93943, USA",Partial Match,Google
DRAKE LIB.ILL/SUNY BROCKPORT,"The College at Brockport,350 New Campus Drive,Brockport US-NY 14420 US",43.210018,-77.9507327,"350 New Campus Dr, Brockport, NY 14420, USA",Match,Google
Dowling College Library/ILL Dept.,"150 Idle Hour Boulevard,Oakdale US-NY 11769 US",40.742055,-73.147905,"150 Idle Hour Blvd, Oakdale, NY 11769, USA",Match,Google
Donald B. Watt Library/ ILL,"World Learning,Kipling Rd.,PO Box 676,Brattleboro, VT 05302-0676",42.8902553,-72.5670648,"1 Kipling Rd, Brattleboro, VT 05302, USA",Partial Match,Google
Dominican College,"Sullivan Library,480 Western Hwy,Blauvelt US-NY 10913 US",41.052028,-73.955624,"480 Western Highway, Blauvelt, NY 10913, United States",Match,Google
DOCUMENT DELIVERY Services- MS 1322,"Mathewson-IGT Knowledge Ctr. University of Nevada, Reno.,1664 N. VIRGINIA ST,RENO US-NV 89557-1322 US",39.543642,-119.815425,"1664 N Virginia St, Reno, NV 89557, USA",Match,Google
DOCUMENT DELIVERY SERVICES,"SAN FRANCISCO STATE UNIV LIBRARY,1630 HOLLOWAY AVENUE,SAN FRANCISCO US-CA 94132 US",37.721897,-122.4782094,"1600 Holloway Ave, San Francisco, CA 94132, USA",Match,Google
DOCUMENT DELIVERY & RESOURCE SHARING/LIBRARY/PENN COLLEGE OF TECHNOLOG,"PENNSYLVANIA COLLEGE OF TECHNOLOGY,One College Avenue,Wiamsport US-PA 17701 US",41.234716,-77.021041,"1 College Ave, Williamsport, PA 17701, USA",Match,Google
DENVER PUBLIC LIBRARY / ILL,"DENVER PUBLIC LIBRARY,10 W 14TH AVE PARKWAY,DENVER US-CO 80204 US",39.737845,-104.9878603,"10 W 14th Ave Pkwy, Denver, CO 80204, United States",Match,Google
Deane Law Library,122 Hofstra University Hempstead US-NY 11543 US,40.7165676,-73.5985336,"1000 Fulton Ave, Hempstead, NY 11549, USA",Partial Match,Google
DDS - INDIANA-PURDUE UNIV LIBRARY,"Helmke Library,Indiana University Purdue University Fort Wayne,2101 E Coliseum Blvd,Fort Wayne US-IN 46805-1499 US",41.1171684,-85.1089567,"2101 E Coliseum Blvd, Fort Wayne, IN 46805, USA",Match,Google
Cunningham Memorial Library--ILL,"Cunningham Memorial Library- ,510 N 6 1,2 St,Terre Haute US-IN 47809 US",39.4727269,-87.4088396,"Indiana State University, 510 N 6th St, Terre Haute, IN 47809, USA",Match,Google
Cudahy Library Interlibrary Loan,"Loyola University Chicago,1032 W. Sheridan Rd.,Chicago US-IL 60660 US",41.998997,-87.6581921,"1032 W Sheridan Rd, Chicago, IL 60660, USA",Match,Google
Courier C422,"Interlibrary Loan ,University Library , Colorado State University-Pueblo, 2200 Bonforte Blvd., Pueblo, CO",38.306015,-104.579911,"2200 Bonforte Blvd, Pueblo, CO 81001, USA",Match,Google
Courier - KS229,"1700 SW COLLEGE AVE,TOPEKA US-KS 66621 US",39.0362597,-95.7025222,"1700 SW Jewell Ave, Topeka, KS 66621, USA",Match,Google
County College of Morris / ILL,214 Center Grove Road Randolph NJ 07869-2086,40.8581645,-74.5813738,"214 Center Grove Rd, Randolph, NJ 07869, USA",Partial Match,Google
Coulter Library / ILL,"Coulter Library,Onondaga Community College,4585 West Seneca Tnpk,Syracuse US-NY 13215 US",43.0052378,-76.199866,"4585 W Seneca Turnpike, Syracuse, NY 13215, USA",Match,Google
CORNING INCORPORATED/TECHNICAL INFORMATION CENTER SP-TI-01,"108 North Cayuga Street,Ithaca US-NY 14850 US",42.439728,-76.4990306,"108 N Cayuga St, Ithaca, NY 14850, USA",Match,Google
Coralville Public Library,"1401 5th St,Coralve US-IA 52241 US",41.6771696,-91.5820513,"1401 5th St, Coralville, IA 52241, USA",Partial Match,Google
Concordia University Library,"Concordia University Library,2811 NE Holman St,Portland US-OR 97211-6099 US",45.5701912,-122.6368874,"2811 NE Holman St, Portland, OR 97211, USA",Match,Google
Concordia College Library/ILL,"171 White Plains Road,Bronxve, NY 10708",40.9426774,-73.8221476,"171 White Plains Rd, Bronxville, NY 10708, USA",Partial Match,Google
Columbia University Libraries/ Interlibrary Loan,"535 West 114th St.,New York US-NY 10027 US",40.8064029,-73.9632198,"535 W 114th St, New York, NY 10027, USA",Match,Google
Columbia University,701 W. 168th St.-NY 10032 US,40.8427073,-73.9426069,"701 W 168th St, New York, NY 10032, USA",Match,Google
COLLEGE OF STATEN ISLAND LIBRARY,"COLLEGE OF STATEN ISLAND LIBRARY,2800 VICTORY BLVD, 1L-106A,STATEN ISLAND US-NY 10314 US",40.5973762,-74.148402,"2800 Victory Blvd, Staten Island, NY 10314, USA",Partial Match,Google
COKAMO C902,"CCU Library - , 8787 W. Alameda Ave. , Lakewood, CO 80226",39.7130215,-105.0956439,"8787 W Alameda Ave, Lakewood, CO 80226, USA",Match,Google
COKAMO C196,"Regis University D-20,3333 Regis Blvd,Denver US-CO 80221 US",39.7893676,-105.0298065,"3333 Regis Blvd, Denver, CO 80221, USA",Match,Google
COKAMO - C306,"- Pikes Peak Library Dist,20 N. Cascade Ave,P.O. Box 1579,Colo Spgs, CO 80903",38.835247,-104.825906,"20 N Cascade Ave, Colorado Springs, CO 80903, USA",Match,Google
Clinton-Essex-Franklin Library System,"Clinton-Essex-Franklin Library System,33 Oak Street,Plattsburgh US-NY 12901 US",44.6975056,-73.4558393,"33 Oak St, Plattsburgh, NY 12901, USA",Match,Google
Clement C. Maxwell Library- ILL-DDS,"Bridgewater State University,10 Shaw Rd.,Bridgewater US-MA 02325 US",41.9869071,-70.9707476,"10 Shaw Rd, Bridgewater, MA 02325, USA",Match,Google
Citizens Library - ILL,"55 South College Street,Washington US-PA 15301 US",40.1700305,-80.2429376,"55 S College St, Washington, PA 15301, USA",Match,Google
CHICAGO PUBLIC LIBRARY / ILL,", 400 S. STATE ST., 3N , CHICAGO, IL 60605",41.876178,-87.6282598,"400 S State St, Chicago, IL 60605, USA",Partial Match,Google
CHESTER PUBLIC LIBRARY,"1784 KINGS HIGHWAY,CHESTER US-NY 10918 US",41.3388009,-74.2749599,"1784 Kings Hwy, Chester, NY 10918, USA",Match,Google
Chester County Library & District Ctr./ILL,"Chester County Library,450 Exton Square Parkway,Exton, Pa. 19341",40.0321235,-75.620791,"450 Exton Square Pkwy, Exton, PA 19341, USA",Match,Google
Cheng Library - ILL,"Wiam Paterson University,300 Pompton Road,Wayne US-NJ 07470 US",40.9460061,-74.1981377,"Atrium, 300 Pompton Rd, Wayne, NJ 07470, USA",Match,Google
"Charles M. Baugh Biomedical Library, CBBL 212",",5791 USA DRIVE, NORTH,BLB 216,Mobile US-AL 36688-0002 US",30.697959,-88.183385,"5791 USA Dr N, Mobile, AL 36608, USA",Partial Match,Google
Central Oregon Community College Library,"CENTRAL OREGON COMMUNITY COLLEGE,2600 NW COLLEGE WAY,BEND US-OR 97701-5998 US",44.0713603,-121.3485532,"2600 NW College Way, Bend, OR 97703, USA",Match,Google
Central Michigan University - ILL--PA212/Central Michigan University L,"250 E PRESTON,PARK LIBRARY 212,Mount Pleasant US-MI 48859 US",43.5892402,-84.7742838,"250 W Preston St, Mt Pleasant, MI 48859, USA",Match,Google
Centerville Library,"111 W. Spring Valley Rd.,Centerve, OH,45458",39.6141979,-84.1626847,"111 W Spring Valley Pike, Centerville, OH 45458, USA",Partial Match,Google
CD&L#2368[I],"Union Public Library,1980 Morris Ave,Union US-NJ 07083",40.695402,-74.269043,"1980 Morris Ave, Union, NJ 07083, USA",Match,Google
CD&L#1215[H],"West Milford Township Library,1490 Union Valley Road,West Milford US-NJ 07480",41.1297002,-74.3682468,"1490 Union Valley Rd, West Milford, NJ 07480, USA",Match,Google
Cassidy Lent,"National Baseball Hall of Fame Library - ,25 Main Street,Cooperstown US-NY 13326 US",42.6999368,-74.9232137,"25 Main St, Cooperstown, NY 13326, USA",Match,Google
Carrier Library - ILL-MSC 1704,"James Madison University,880 Madison Drive,Harrisonburg US-VA 22807 US",38.435092,-78.8697548,"800 S Main St, Harrisonburg, VA 22807, USA",Match,Google
Canisius College Library / ILL,"2001 Main Street,Buffalo US-NY 14208 US",42.9250304,-78.8526712,"2001 Main St, Buffalo, NY 14208, USA",Match,Google
CAMDEN CNTY LIBRARY - Interlibrary Loan,"Camden County Library (Region 3831),203 Laurel Road,Voorhees US-NJ 08043-2378 US",39.848129,-75.001197,"203 Laurel Rd, Voorhees Township, NJ 08043, USA",Partial Match,Google
Cambridge Community Library,"Interlibrary Loan , P.O. Box 490,Cambridge, WI 53523",43.0036122,-89.0164995,"Cambridge, WI 53523, USA",Match,Google
